BTS ASCII format

Type:         	Torque 3D tracks
Measure unit: 	N*m

Tracks:       	2
Frequency:    	200 Hz
Frames:       	1001
Start time:   	0.000

 Frame	 Time	    r gr.X	    r gr.Y	    r gr.Z	    l gr.X	    l gr.Y	    l gr.Z	
   361	1.805	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   362	1.810	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   363	1.815	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   364	1.820	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   365	1.825	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   366	1.830	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   367	1.835	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   368	1.840	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   369	1.845	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   370	1.850	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   371	1.855	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   372	1.860	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   373	1.865	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   374	1.870	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   375	1.875	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   376	1.880	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   377	1.885	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   378	1.890	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   379	1.895	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   380	1.900	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   381	1.905	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   382	1.910	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   383	1.915	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   384	1.920	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   385	1.925	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   386	1.930	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   387	1.935	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   388	1.940	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   389	1.945	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   390	1.950	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   391	1.955	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   392	1.960	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   393	1.965	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   394	1.970	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   395	1.975	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   396	1.980	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   397	1.985	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   398	1.990	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   399	1.995	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   400	2.000	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   401	2.005	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   402	2.010	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   403	2.015	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   404	2.020	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   405	2.025	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   406	2.030	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   407	2.035	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   408	2.040	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   409	2.045	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   410	2.050	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   411	2.055	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   412	2.060	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   413	2.065	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   414	2.070	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   415	2.075	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   416	2.080	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   417	2.085	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   418	2.090	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   419	2.095	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   420	2.100	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   421	2.105	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   422	2.110	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   423	2.115	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   424	2.120	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   425	2.125	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   426	2.130	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   427	2.135	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   428	2.140	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   429	2.145	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   430	2.150	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   431	2.155	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   432	2.160	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   433	2.165	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   434	2.170	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   435	2.175	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   436	2.180	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   437	2.185	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   438	2.190	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   439	2.195	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   440	2.200	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   441	2.205	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   442	2.210	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   443	2.215	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   444	2.220	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   445	2.225	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   446	2.230	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   447	2.235	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   448	2.240	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   449	2.245	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   450	2.250	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   451	2.255	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   452	2.260	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   453	2.265	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   454	2.270	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   455	2.275	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   456	2.280	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   457	2.285	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   458	2.290	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   459	2.295	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   460	2.300	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   461	2.305	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   462	2.310	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   463	2.315	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   464	2.320	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   465	2.325	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   466	2.330	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   467	2.335	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   468	2.340	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   469	2.345	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   470	2.350	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   471	2.355	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   472	2.360	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   473	2.365	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   474	2.370	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   475	2.375	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   476	2.380	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   477	2.385	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   478	2.390	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   479	2.395	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   480	2.400	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   481	2.405	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   482	2.410	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   483	2.415	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   484	2.420	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   485	2.425	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   486	2.430	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   487	2.435	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   488	2.440	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   489	2.445	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   490	2.450	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   491	2.455	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   492	2.460	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   493	2.465	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   494	2.470	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   495	2.475	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   496	2.480	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   497	2.485	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   498	2.490	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   499	2.495	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   500	2.500	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   501	2.505	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   502	2.510	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   503	2.515	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   504	2.520	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   505	2.525	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   506	2.530	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   507	2.535	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   508	2.540	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   509	2.545	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   510	2.550	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   511	2.555	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   512	2.560	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   513	2.565	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   514	2.570	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   515	2.575	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   516	2.580	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   517	2.585	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   518	2.590	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   519	2.595	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   520	2.600	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   521	2.605	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   522	2.610	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   523	2.615	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   524	2.620	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   525	2.625	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   526	2.630	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   527	2.635	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   528	2.640	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   529	2.645	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   530	2.650	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   531	2.655	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   532	2.660	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   533	2.665	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   534	2.670	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   535	2.675	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   536	2.680	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   537	2.685	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   538	2.690	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   539	2.695	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   540	2.700	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   541	2.705	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   542	2.710	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   543	2.715	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   544	2.720	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   545	2.725	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   546	2.730	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   547	2.735	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   548	2.740	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   549	2.745	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   550	2.750	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   551	2.755	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   552	2.760	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   553	2.765	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   554	2.770	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   555	2.775	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   556	2.780	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   557	2.785	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   558	2.790	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   559	2.795	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   560	2.800	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   561	2.805	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   562	2.810	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   563	2.815	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   564	2.820	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   565	2.825	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   566	2.830	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   567	2.835	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   568	2.840	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   569	2.845	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   570	2.850	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   571	2.855	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   572	2.860	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   573	2.865	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   574	2.870	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   575	2.875	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   576	2.880	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   577	2.885	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   578	2.890	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   579	2.895	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   580	2.900	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   581	2.905	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   582	2.910	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   583	2.915	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   584	2.920	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   585	2.925	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   586	2.930	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   587	2.935	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   588	2.940	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   589	2.945	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   590	2.950	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   591	2.955	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   592	2.960	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   593	2.965	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   594	2.970	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   595	2.975	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   596	2.980	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   597	2.985	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   598	2.990	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   599	2.995	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   600	3.000	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   601	3.005	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   602	3.010	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   603	3.015	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   604	3.020	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   605	3.025	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   606	3.030	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   607	3.035	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   608	3.040	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   609	3.045	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   610	3.050	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   611	3.055	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   612	3.060	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   613	3.065	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   614	3.070	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   615	3.075	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   616	3.080	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   617	3.085	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   618	3.090	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   619	3.095	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   620	3.100	  0.007663	  0.526717	  0.004148	       NaN	       NaN	       NaN	
   621	3.105	  0.010155	  0.698060	  0.005498	       NaN	       NaN	       NaN	
   622	3.110	  0.015463	  1.062923	  0.008372	       NaN	       NaN	       NaN	
   623	3.115	  0.019736	  1.356632	  0.010685	       NaN	       NaN	       NaN	
   624	3.120	  0.013625	  0.936570	  0.007376	       NaN	       NaN	       NaN	
   625	3.125	  0.013844	  0.951617	  0.007495	       NaN	       NaN	       NaN	
   626	3.130	  0.013868	  0.953240	  0.007508	       NaN	       NaN	       NaN	
   627	3.135	  0.008647	  0.594351	  0.004681	       NaN	       NaN	       NaN	
   628	3.140	  0.007042	  0.484064	  0.003812	       NaN	       NaN	       NaN	
   629	3.145	  0.005524	  0.379677	  0.002990	       NaN	       NaN	       NaN	
   630	3.150	  0.003191	  0.219356	  0.001728	       NaN	       NaN	       NaN	
   631	3.155	 -0.001394	 -0.095830	 -0.000755	       NaN	       NaN	       NaN	
   632	3.160	 -0.002586	 -0.177744	 -0.001400	       NaN	       NaN	       NaN	
   633	3.165	  0.000477	  0.032786	  0.000258	       NaN	       NaN	       NaN	
   634	3.170	  0.004498	  0.309189	  0.002435	       NaN	       NaN	       NaN	
   635	3.175	  0.007665	  0.526861	  0.004150	       NaN	       NaN	       NaN	
   636	3.180	  0.006225	  0.427876	  0.003370	       NaN	       NaN	       NaN	
   637	3.185	  0.000381	  0.026191	  0.000206	       NaN	       NaN	       NaN	
   638	3.190	 -0.005840	 -0.401444	 -0.003162	       NaN	       NaN	       NaN	
   639	3.195	 -0.009649	 -0.663273	 -0.005224	       NaN	       NaN	       NaN	
   640	3.200	 -0.012598	 -0.865941	 -0.006820	       NaN	       NaN	       NaN	
   641	3.205	 -0.017894	 -1.230003	 -0.009688	       NaN	       NaN	       NaN	
   642	3.210	 -0.019503	 -1.340573	 -0.010558	       NaN	       NaN	       NaN	
   643	3.215	 -0.016353	 -1.124039	 -0.008853	       NaN	       NaN	       NaN	
   644	3.220	 -0.016353	 -1.124039	 -0.008853	       NaN	       NaN	       NaN	
   645	3.225	 -0.016353	 -1.124039	 -0.008853	       NaN	       NaN	       NaN	
   646	3.230	 -0.014787	 -1.016430	 -0.008005	       NaN	       NaN	       NaN	
   647	3.235	 -0.015020	 -1.032445	 -0.008132	       NaN	       NaN	       NaN	
   648	3.240	 -0.009406	 -0.646553	 -0.005092	       NaN	       NaN	       NaN	
   649	3.245	 -0.011049	 -0.759488	 -0.005982	       NaN	       NaN	       NaN	
   650	3.250	 -0.010536	 -0.724252	 -0.005704	       NaN	       NaN	       NaN	
   651	3.255	 -0.019828	 -1.362926	 -0.010734	       NaN	       NaN	       NaN	
   652	3.260	 -0.018334	 -1.260247	 -0.009926	       NaN	       NaN	       NaN	
   653	3.265	 -0.014876	 -1.022522	 -0.008053	       NaN	       NaN	       NaN	
   654	3.270	 -0.023119	 -1.589124	 -0.012516	       NaN	       NaN	       NaN	
   655	3.275	 -0.023264	 -1.599123	 -0.012595	       NaN	       NaN	       NaN	
   656	3.280	 -0.022331	 -1.534960	 -0.012089	       NaN	       NaN	       NaN	
   657	3.285	 -0.027482	 -1.889029	 -0.014878	       NaN	       NaN	       NaN	
   658	3.290	 -0.030325	 -2.084436	 -0.016417	       NaN	       NaN	       NaN	
   659	3.295	 -0.031974	 -2.197786	 -0.017310	       NaN	       NaN	       NaN	
   660	3.300	 -0.033114	 -2.276187	 -0.017927	       NaN	       NaN	       NaN	
   661	3.305	 -0.032792	 -2.254021	 -0.017753	       NaN	       NaN	       NaN	
   662	3.310	 -0.032954	 -2.265164	 -0.017840	       NaN	       NaN	       NaN	
   663	3.315	 -0.028909	 -1.987143	 -0.015651	       NaN	       NaN	       NaN	
   664	3.320	 -0.030257	 -2.079793	 -0.016380	       NaN	       NaN	       NaN	
   665	3.325	 -0.029276	 -2.012391	 -0.015850	       NaN	       NaN	       NaN	
   666	3.330	 -0.020143	 -1.384563	 -0.010905	       NaN	       NaN	       NaN	
   667	3.335	 -0.018090	 -1.243440	 -0.009793	       NaN	       NaN	       NaN	
   668	3.340	 -0.017704	 -1.216913	 -0.009584	       NaN	       NaN	       NaN	
   669	3.345	 -0.017366	 -1.193666	 -0.009401	       NaN	       NaN	       NaN	
   670	3.350	 -0.014811	 -1.018046	 -0.008018	       NaN	       NaN	       NaN	
   671	3.355	 -0.012867	 -0.884463	 -0.006966	       NaN	       NaN	       NaN	
   672	3.360	 -0.014331	 -0.985090	 -0.007759	       NaN	       NaN	       NaN	
   673	3.365	 -0.013083	 -0.899285	 -0.007083	       NaN	       NaN	       NaN	
   674	3.370	 -0.009749	 -0.670148	 -0.005278	       NaN	       NaN	       NaN	
   675	3.375	 -0.009734	 -0.669124	 -0.005270	       NaN	       NaN	       NaN	
   676	3.380	 -0.015079	 -1.036522	 -0.008164	       NaN	       NaN	       NaN	
   677	3.385	 -0.009863	 -0.677936	 -0.005339	       NaN	       NaN	       NaN	
   678	3.390	 -0.009863	 -0.677936	 -0.005339	       NaN	       NaN	       NaN	
   679	3.395	 -0.009863	 -0.677936	 -0.005339	       NaN	       NaN	       NaN	
   680	3.400	 -0.008502	 -0.584424	 -0.004603	       NaN	       NaN	       NaN	
   681	3.405	 -0.012465	 -0.856799	 -0.006748	       NaN	       NaN	       NaN	
   682	3.410	 -0.009008	 -0.619189	 -0.004877	       NaN	       NaN	       NaN	
   683	3.415	 -0.000869	 -0.059745	 -0.000471	       NaN	       NaN	       NaN	
   684	3.420	 -0.004371	 -0.300485	 -0.002367	       NaN	       NaN	       NaN	
   685	3.425	 -0.003217	 -0.221153	 -0.001742	       NaN	       NaN	       NaN	
   686	3.430	  0.004484	  0.308244	  0.002428	       NaN	       NaN	       NaN	
   687	3.435	  0.003848	  0.264532	  0.002083	       NaN	       NaN	       NaN	
   688	3.440	  0.006125	  0.421033	  0.003316	       NaN	       NaN	       NaN	
   689	3.445	  0.009047	  0.621847	  0.004898	       NaN	       NaN	       NaN	
   690	3.450	  0.010189	  0.700382	  0.005516	       NaN	       NaN	       NaN	
   691	3.455	  0.009033	  0.620923	  0.004890	       NaN	       NaN	       NaN	
   692	3.460	  0.013095	  0.900133	  0.007089	       NaN	       NaN	       NaN	
   693	3.465	  0.006386	  0.438987	  0.003457	       NaN	       NaN	       NaN	
   694	3.470	  0.010215	  0.702149	  0.005530	       NaN	       NaN	       NaN	
   695	3.475	  0.015812	  1.086889	  0.008560	       NaN	       NaN	       NaN	
   696	3.480	  0.009456	  0.649966	  0.005119	       NaN	       NaN	       NaN	
   697	3.485	  0.012908	  0.887289	  0.006988	       NaN	       NaN	       NaN	
   698	3.490	  0.012547	  0.862471	  0.006793	       NaN	       NaN	       NaN	
   699	3.495	  0.015466	  1.063116	  0.008373	       NaN	       NaN	       NaN	
   700	3.500	  0.018781	  1.290992	  0.010168	       NaN	       NaN	       NaN	
   701	3.505	  0.021499	  1.477806	  0.011639	       NaN	       NaN	       NaN	
   702	3.510	  0.013883	  0.954296	  0.007516	       NaN	       NaN	       NaN	
   703	3.515	  0.016124	  1.108337	  0.008729	       NaN	       NaN	       NaN	
   704	3.520	  0.015651	  1.075796	  0.008473	       NaN	       NaN	       NaN	
   705	3.525	  0.017572	  1.207825	  0.009513	       NaN	       NaN	       NaN	
   706	3.530	  0.009261	  0.636569	  0.005014	       NaN	       NaN	       NaN	
   707	3.535	  0.014027	  0.964216	  0.007594	       NaN	       NaN	       NaN	
   708	3.540	  0.010795	  0.742023	  0.005844	       NaN	       NaN	       NaN	
   709	3.545	  0.013537	  0.930530	  0.007329	       NaN	       NaN	       NaN	
   710	3.550	  0.015699	  1.079138	  0.008499	       NaN	       NaN	       NaN	
   711	3.555	  0.023012	  1.581794	  0.012458	       NaN	       NaN	       NaN	
   712	3.560	  0.023012	  1.581794	  0.012458	       NaN	       NaN	       NaN	
   713	3.565	  0.023012	  1.581794	  0.012458	       NaN	       NaN	       NaN	
